decision_stratum_id,passenger_equivalent_service_count,representative_service_identity_id,representative_plan_id,all_service_identity_ids_json,all_representative_plan_ids_json,topology_family_aliases_json,practical_tiebreak_invoked,practical_tiebreak_rule,public_population_coverage_share_5min,public_population_coverage_share_8min,public_population_coverage_share_10min,public_worst_municipality_coverage_share_5min,public_worst_municipality_coverage_share_8min,public_worst_municipality_coverage_share_10min,public_structurally_addressable_worker_od_mass_upper_bound,stress_min_connection_match_share,span_minutes,annual_service_days,uniform_headway_min,stress_max_unmatched_connection_event_count,stress_worst_route_weighted_mean_gap_min,stress_max_incomplete_route_count,stress_max_fleet_recovery15,public_route_count,exact_annual_bus_km,public_explicit_field_check_pending_count,public_explicit_proposed_stop_count,public_explicit_existing_stop_count,robust_frontier_classes,primary_selected,runner_up_selected,minimum_public_pattern_departures_per_service_day,minimum_public_pattern_departures_per_year,population_access_auc_5_10,worst_municipality_access_auc_5_10,resident_access_service_opportunity_index,worst_municipality_access_service_opportunity_index,territorial_worker_od_service_opportunity_upper_bound,accessibility_utility_is_passenger_trip_count,accessibility_utility_is_modal_share,weighted_composite_score_used,accessibility_utility_frontier_member
P2STRATUM_0eebee518102c839,1,P2SERVICE_8fa421e1f0f3d93b,P2PLAN_38db537018dc5c6e,"[""P2SERVICE_8fa421e1f0f3d93b""]","[""P2PLAN_38db537018dc5c6e""]","[""blank_slate"",""single_compact_loop""]",false,RELIABILITY_INCOMPLETE_ROUTES_THEN_FLEET__SIMPLICITY_ROUTE_COUNT__BUS_KM__FIELD_CHECKS_PROPOSED_STOPS__EXISTING_STOP_CONTINUITY,0.133995379885,0.281984688831,0.346469132191,0.007278943943,0.032939579786,0.045773761307,1055.0,0.981651376146789,1110,260,60,2,28.310549913918937,1,2,1,106814.336619,1,1,3,ROBUST_PASSENGER_UNRESTRICTED,false,false,19,4940,0.2504847848192,0.027808225337299996,1237.394837006848,137.37263316626198,5211700.0,false,false,false,false
P2STRATUM_117121b864d76629,1,P2SERVICE_d3ba896091bf5160,P2PLAN_0acd243442e38824,"[""P2SERVICE_d3ba896091bf5160""]","[""P2PLAN_0acd243442e38824""]","[""blank_slate"",""single_compact_loop""]",false,RELIABILITY_INCOMPLETE_ROUTES_THEN_FLEET__SIMPLICITY_ROUTE_COUNT__BUS_KM__FIELD_CHECKS_PROPOSED_STOPS__EXISTING_STOP_CONTINUITY,0.050395480412,0.124184246283,0.182836849837,0.0,5.0341214e-05,0.009189912991,221.0,0.9726775956284153,1110,260,20,5,18.35078854023645,1,2,1,96110.241928,1,1,1,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,false,false,55,14300,0.1137781372325,0.0018631532052,1627.0273624247502,26.64309083436,3160300.0,false,false,false,true
P2STRATUM_11d65821c1e8d1d0,1,P2SERVICE_bf6fe0f4ce147e68,P2PLAN_cbeb08d7e869a787,"[""P2SERVICE_bf6fe0f4ce147e68""]","[""P2PLAN_cbeb08d7e869a787""]","[""blank_slate"",""single_compact_loop""]",false,RELIABILITY_INCOMPLETE_ROUTES_THEN_FLEET__SIMPLICITY_ROUTE_COUNT__BUS_KM__FIELD_CHECKS_PROPOSED_STOPS__EXISTING_STOP_CONTINUITY,0.086041434286,0.210009750506,0.252942038261,0.0,0.0,0.0,490.0,0.9795918367346939,1110,365,30,3,18.01270440896387,1,2,1,93353.478125,0,0,2,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,false,false,37,13505,0.181405713191,0.0,2449.884156644455,0.0,6617450.0,false,false,false,false
P2STRATUM_1218a725e5cb4ad8,1,P2SERVICE_1a08c63b69d17d50,P2PLAN_648d254d50dafa91,"[""P2SERVICE_1a08c63b69d17d50""]","[""P2PLAN_648d254d50dafa91""]","[""hybrid_interlined"",""two_radial_out_and_back_feeders""]",false,RELIABILITY_INCOMPLETE_ROUTES_THEN_FLEET__SIMPLICITY_ROUTE_COUNT__BUS_KM__FIELD_CHECKS_PROPOSED_STOPS__EXISTING_STOP_CONTINUITY,0.05483752116,0.153529561677,0.208416350158,0.0,0.0,0.000465712767,0.0,0.9782608695652174,1110,312,20,8,16.60536197288028,2,4,2,99547.554253,1,1,1,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,false,false,56,17472,0.1348993072181,9.31425534e-05,2356.9606957146434,1.6273866930048,0.0,false,false,false,false
P2STRATUM_12c624ffe238a646,1,P2SERVICE_f256d72b637668a4,P2PLAN_dbaf872fc7cbef97,"[""P2SERVICE_f256d72b637668a4""]","[""P2PLAN_dbaf872fc7cbef97""]","[""blank_slate"",""single_compact_loop""]",false,RELIABILITY_INCOMPLETE_ROUTES_THEN_FLEET__SIMPLICITY_ROUTE_COUNT__BUS_KM__FIELD_CHECKS_PROPOSED_STOPS__EXISTING_STOP_CONTINUITY,0.052721762669,0.137326479142,0.188415932881,0.0,0.006505370732,0.009189912991,139.0,0.984375,960,365,30,2,20.411992342881614,1,2,1,97147.438094,0,0,2,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,false,false,32,11680,0.12216295494790001,0.0050906679642,1426.8633137914721,59.459001821856006,1623520.0,false,false,false,false
P2STRATUM_13a9c7f764de9879,1,P2SERVICE_d432f889862a7a0f,P2PLAN_2cebed4b1ff22cc0,"[""P2SERVICE_d432f889862a7a0f""]","[""P2PLAN_2cebed4b1ff22cc0""]","[""blank_slate"",""single_compact_loop""]",false,RELIABILITY_INCOMPLETE_ROUTES_THEN_FLEET__SIMPLICITY_ROUTE_COUNT__BUS_KM__FIELD_CHECKS_PROPOSED_STOPS__EXISTING_STOP_CONTINUITY,0.069467514842,0.167197901645,0.242930055834,0.033694851388,0.055548320348,0.063137253657,641.0,0.9727891156462585,1110,260,30,4,21.55732899978161,1,2,1,105742.391477,1,1,2,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,false,false,37,9620,0.1530252164419,0.050510066321799996,1472.102582171078,485.90683801571595,6166420.0,false,false,false,true
P2STRATUM_16ccb474eaa1f422,1,P2SERVICE_eb8531f42b46e5bd,P2PLAN_cfad0a929373bc35,"[""P2SERVICE_eb8531f42b46e5bd""]","[""P2PLAN_cfad0a929373bc35""]","[""hybrid_interlined"",""two_radial_out_and_back_feeders""]",false,RELIABILITY_INCOMPLETE_ROUTES_THEN_FLEET__SIMPLICITY_ROUTE_COUNT__BUS_KM__FIELD_CHECKS_PROPOSED_STOPS__EXISTING_STOP_CONTINUITY,0.07449182533,0.181798054319,0.21381531406,0.0,0.0,0.0,221.0,0.9819004524886877,1110,365,15,8,16.597620523831615,2,4,2,104691.825788,1,1,1,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,false,false,74,27010,0.15600963757050001,0.0,4213.820310779205,0.0,5969210.0,false,false,false,true
P2STRATUM_18554c9de247d896,1,P2SERVICE_ca8dd1208524dfa0,P2PLAN_3034250503b87235,"[""P2SERVICE_ca8dd1208524dfa0""]","[""P2PLAN_3034250503b87235""]","[""hybrid_interlined"",""two_radial_out_and_back_feeders""]",false,RELIABILITY_INCOMPLETE_ROUTES_THEN_FLEET__SIMPLICITY_ROUTE_COUNT__BUS_KM__FIELD_CHECKS_PROPOSED_STOPS__EXISTING_STOP_CONTINUITY,0.06956360805,0.158096537257,0.204207321376,0.0,0.000465712767,0.013951238382,90.0,0.9863945578231292,1110,365,30,4,20.77641062861387,2,2,2,103550.849961,1,1,1,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,false,false,37,13505,0.1407588153187,0.0030231040599,1900.9478008790434,40.8270203289495,1215450.0,false,false,false,true
P2STRATUM_1ad9526ad6c20d95,1,P2SERVICE_9f2da04444e2b35c,P2PLAN_296e01dca19e5860,"[""P2SERVICE_9f2da04444e2b35c""]","[""P2PLAN_296e01dca19e5860""]","[""hybrid_interlined"",""two_radial_out_and_back_feeders""]",false,RELIABILITY_INCOMPLETE_ROUTES_THEN_FLEET__SIMPLICITY_ROUTE_COUNT__BUS_KM__FIELD_CHECKS_PROPOSED_STOPS__EXISTING_STOP_CONTINUITY,0.05483752116,0.153529561677,0.208416350158,0.0,0.0,0.000465712767,0.0,0.9921465968586387,960,260,15,3,17.12756823766387,2,4,2,94807.194527,1,1,1,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,false,false,64,16640,0.1348993072181,9.31425534e-05,2244.7244721091843,1.5498920885760001,0.0,false,false,false,true
P2STRATUM_1b8a6c934a0b8a30,1,P2SERVICE_fe7ef127d3bced81,P2PLAN_2d301a44f0e468b2,"[""P2SERVICE_fe7ef127d3bced81""]","[""P2PLAN_2d301a44f0e468b2""]","[""blank_slate"",""single_compact_loop""]",false,RELIABILITY_INCOMPLETE_ROUTES_THEN_FLEET__SIMPLICITY_ROUTE_COUNT__BUS_KM__FIELD_CHECKS_PROPOSED_STOPS__EXISTING_STOP_CONTINUITY,0.082656930236,0.22433190438,0.322462923119,0.0,0.0,0.0,447.0,0.9727891156462585,1110,260,30,4,20.231063819131617,1,2,1,105711.521619,1,1,2,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,false,false,37,9620,0.2014556158846,0.0,1938.0030248098521,0.0,4300140.0,false,false,false,false
P2STRATUM_1c13b4ff658bbba7,1,P2SERVICE_9fcf338149062512,P2PLAN_07b3709044a1562c,"[""P2SERVICE_9fcf338149062512""]","[""P2PLAN_07b3709044a1562c""]","[""blank_slate"",""single_compact_loop""]",false,RELIABILITY_INCOMPLETE_ROUTES_THEN_FLEET__SIMPLICITY_ROUTE_COUNT__BUS_KM__FIELD_CHECKS_PROPOSED_STOPS__EXISTING_STOP_CONTINUITY,0.080372653546,0.185898617437,0.248125028858,0.0,0.006505370732,0.009189912991,490.0,0.9727891156462585,1110,260,30,4,20.553082156831614,1,2,1,108006.144471,0,0,3,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,false,false,37,9620,0.1666861105539,0.0050906679642,1603.520383528518,48.972225815604006,4713800.0,false,false,false,true
P2STRATUM_1c3007b3d0514ca9,1,P2SERVICE_e53b93a34970bbe2,P2PLAN_896a66417fb49dfb,"[""P2SERVICE_e53b93a34970bbe2""]","[""P2PLAN_896a66417fb49dfb""]","[""blank_slate"",""single_compact_loop""]",false,RELIABILITY_INCOMPLETE_ROUTES_THEN_FLEET__SIMPLICITY_ROUTE_COUNT__BUS_KM__FIELD_CHECKS_PROPOSED_STOPS__EXISTING_STOP_CONTINUITY,0.068897859842,0.172124806725,0.259135154709,0.0,0.017816214136,0.115619645938,134.0,0.9727891156462585,1110,260,30,4,21.46897466733162,1,2,1,107244.129985,0,0,2,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,false,false,37,9620,0.1585587922569,0.0320320362556,1525.335581511378,308.148188778872,1289080.0,false,false,false,true
P2STRATUM_1cbd249f8a094481,1,P2SERVICE_c2985762eddf9144,P2PLAN_a92692f05958cba8,"[""P2SERVICE_c2985762eddf9144""]","[""P2PLAN_a92692f05958cba8""]","[""blank_slate"",""single_compact_loop""]",false,RELIABILITY_INCOMPLETE_ROUTES_THEN_FLEET__SIMPLICITY_ROUTE_COUNT__BUS_KM__FIELD_CHECKS_PROPOSED_STOPS__EXISTING_STOP_CONTINUITY,0.095795133313,0.252397441406,0.364011177271,0.034857470318,0.131290820698,0.175453129957,567.0,0.9908256880733946,1110,365,60,1,32.23915631821894,1,1,1,108954.452169,1,1,3,ROBUST_PASSENGER_UNRESTRICTED,false,false,19,6935,0.22773949615109998,0.11119327743579999,1579.3734058078783,771.125379017273,3932145.0,false,false,false,true
P2STRATUM_1da5e712a579bea8,1,P2SERVICE_d9c34111996861df,P2PLAN_09983027127b0cfe,"[""P2SERVICE_d9c34111996861df""]","[""P2PLAN_09983027127b0cfe""]","[""blank_slate"",""single_compact_loop""]",false,RELIABILITY_INCOMPLETE_ROUTES_THEN_FLEET__SIMPLICITY_ROUTE_COUNT__BUS_KM__FIELD_CHECKS_PROPOSED_STOPS__EXISTING_STOP_CONTINUITY,0.133995379885,0.281984688831,0.346469132191,0.007278943943,0.032939579786,0.045773761307,1055.0,0.9787234042553191,960,312,60,2,28.368211341562542,1,2,1,107938.698057,1,1,3,ROBUST_PASSENGER_UNRESTRICTED,false,false,16,4992,0.2504847848192,0.027808225337299996,1250.4200458174464,138.81866088380158,5266560.0,false,false,false,false
P2STRATUM_20506960e8a7e43c,1,P2SERVICE_d41b8f330c3af6a0,P2PLAN_459dac1ab082696a,"[""P2SERVICE_d41b8f330c3af6a0""]","[""P2PLAN_459dac1ab082696a""]","[""hybrid_interlined"",""two_radial_out_and_back_feeders""]",false,RELIABILITY_INCOMPLETE_ROUTES_THEN_FLEET__SIMPLICITY_ROUTE_COUNT__BUS_KM__FIELD_CHECKS_PROPOSED_STOPS__EXISTING_STOP_CONTINUITY,0.054041232219,0.126931299645,0.183037387245,5.0341214e-05,5.0341214e-05,0.010743097632,356.0,0.984375,960,365,30,4,20.77641062861387,2,2,2,104519.066535,1,1,1,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,false,false,32,11680,0.1162854969372,0.0021888924976,1358.214604226496,25.566264371968,4158080.0,false,false,false,true
P2STRATUM_267eea2cbb83c1e4,1,P2SERVICE_8d442ffeaf65e100,P2PLAN_32e9cd94f2b12ec9,"[""P2SERVICE_8d442ffeaf65e100""]","[""P2PLAN_32e9cd94f2b12ec9""]","[""interlined_figure8"",""two_independent_loops""]",false,RELIABILITY_INCOMPLETE_ROUTES_THEN_FLEET__SIMPLICITY_ROUTE_COUNT__BUS_KM__FIELD_CHECKS_PROPOSED_STOPS__EXISTING_STOP_CONTINUITY,0.074480220856,0.210520029635,0.307632375467,0.0,0.0,0.0,1367.0,0.9789473684210527,960,260,60,4,28.65946533791254,2,3,2,109725.813184,6,6,0,ROBUST_PASSENGER_UNRESTRICTED,false,false,16,4160,0.1891305561677,0.0,786.783113657632,0.0,5686720.0,false,false,false,false
P2STRATUM_294f60d856a81d68,1,P2SERVICE_9ac24bdb2ac93864,P2PLAN_0aac7503dc88e8d1,"[""P2SERVICE_9ac24bdb2ac93864""]","[""P2PLAN_0aac7503dc88e8d1""]","[""blank_slate"",""single_compact_loop""]",false,RELIABILITY_INCOMPLETE_ROUTES_THEN_FLEET__SIMPLICITY_ROUTE_COUNT__BUS_KM__FIELD_CHECKS_PROPOSED_STOPS__EXISTING_STOP_CONTINUITY,0.095674794311,0.223651318187,0.314206133096,0.0,5.0341214e-05,5.0341214e-05,733.0,0.9920634920634921,960,260,30,1,24.64200558596387,1,2,1,111003.362047,1,1,3,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,false,false,32,8320,0.203369324006,3.52388498e-05,1692.0327757299199,0.29318723033599997,6098560.0,false,false,false,true
P2STRATUM_2fc1dba5857f461c,1,P2SERVICE_a89cd5bdaf37f6f3,P2PLAN_288646790bdeffd7,"[""P2SERVICE_a89cd5bdaf37f6f3""]","[""P2PLAN_288646790bdeffd7""]","[""blank_slate"",""single_compact_loop""]",false,RELIABILITY_INCOMPLETE_ROUTES_THEN_FLEET__SIMPLICITY_ROUTE_COUNT__BUS_KM__FIELD_CHECKS_PROPOSED_STOPS__EXISTING_STOP_CONTINUITY,0.068081706399,0.188631834721,0.232953465913,0.0,0.0,0.0,643.0,0.9841269841269841,960,365,30,2,22.700304585196122,1,2,1,96134.299955,3,3,1,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,false,false,32,11680,0.16133112246280001,0.0,1884.3475103655041,0.0,7510240.0,false,false,false,false
P2STRATUM_3102253e2bbd9736,1,P2SERVICE_bb8f2365f4349bf8,P2PLAN_5acbb2a3cc4a171f,"[""P2SERVICE_bb8f2365f4349bf8""]","[""P2PLAN_5acbb2a3cc4a171f""]","[""blank_slate"",""single_compact_loop""]",false,RELIABILITY_INCOMPLETE_ROUTES_THEN_FLEET__SIMPLICITY_ROUTE_COUNT__BUS_KM__FIELD_CHECKS_PROPOSED_STOPS__EXISTING_STOP_CONTINUITY,0.10210992885,0.238365783426,0.318762138245,0.0,0.0,0.0,375.0,0.9727891156462585,1110,312,30,4,21.301039812631615,1,2,1,111112.636616,1,1,2,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,false,false,37,11544,0.21356829801700003,0.0,2465.4324323082483,0.0,4329000.0,false,false,false,false
P2STRATUM_3210f3ae6236296b,1,P2SERVICE_5a77c5fa953b7786,P2PLAN_394fa5ef462feff0,"[""P2SERVICE_5a77c5fa953b7786""]","[""P2PLAN_394fa5ef462feff0""]","[""blank_slate"",""single_compact_loop""]",false,RELIABILITY_INCOMPLETE_ROUTES_THEN_FLEET__SIMPLICITY_ROUTE_COUNT__BUS_KM__FIELD_CHECKS_PROPOSED_STOPS__EXISTING_STOP_CONTINUITY,0.077946993066,0.176712697266,0.228335808863,0.0,0.000465712767,0.009189912991,221.0,0.9727891156462585,1110,312,30,4,20.569426802581614,1,2,1,110455.583005,2,2,1,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,false,false,37,11544,0.1574076083254,0.0020708389817,1817.1134305084174,23.905765204744803,2551224.0,false,false,false,true
P2STRATUM_327d3646418fb505,1,P2SERVICE_de6f232673a60645,P2PLAN_679e0df1dd1310ac,"[""P2SERVICE_de6f232673a60645""]","[""P2PLAN_679e0df1dd1310ac""]","[""blank_slate"",""single_compact_loop""]",false,RELIABILITY_INCOMPLETE_ROUTES_THEN_FLEET__SIMPLICITY_ROUTE_COUNT__BUS_KM__FIELD_CHECKS_PROPOSED_STOPS__EXISTING_STOP_CONTINUITY,0.095674794311,0.223651318187,0.314206133096,0.0,5.0341214e-05,5.0341214e-05,733.0,0.972972972972973,1110,365,60,3,31.93200964801894,1,1,1,92525.037956,1,1,3,ROBUST_PASSENGER_UNRESTRICTED,false,false,19,6935,0.203369324006,3.52388498e-05,1410.36626198161,0.244381423363,5083355.0,false,false,false,false
P2STRATUM_344005e8d4a461a1,1,P2SERVICE_0335216161349b0f,P2PLAN_4a3de8aecdb653f0,"[""P2SERVICE_0335216161349b0f""]","[""P2PLAN_4a3de8aecdb653f0""]","[""blank_slate"",""single_compact_loop""]",false,RELIABILITY_INCOMPLETE_ROUTES_THEN_FLEET__SIMPLICITY_ROUTE_COUNT__BUS_KM__FIELD_CHECKS_PROPOSED_STOPS__EXISTING_STOP_CONTINUITY,0.162592736817,0.303194432711,0.373691989625,0.0,0.0,0.0,753.0,0.9787234042553191,960,365,60,2,30.83245252106254,1,1,1,110479.869615,1,1,3,ROBUST_PASSENGER_UNRESTRICTED,false,false,16,5840,0.2751134353256,0.0,1606.662462301504,0.0,4397520.0,false,false,false,false
P2STRATUM_349d4180ee910e08,1,P2SERVICE_5de8048cc727b699,P2PLAN_49d0e3407fbed768,"[""P2SERVICE_5de8048cc727b699""]","[""P2PLAN_49d0e3407fbed768""]","[""blank_slate"",""single_compact_loop""]",false,RELIABILITY_INCOMPLETE_ROUTES_THEN_FLEET__SIMPLICITY_ROUTE_COUNT__BUS_KM__FIELD_CHECKS_PROPOSED_STOPS__EXISTING_STOP_CONTINUITY,0.088034123665,0.190938038621,0.250227822014,0.023017925773,0.050908041569,0.063137253657,90.0,0.9841269841269841,960,365,30,2,22.798612368496123,1,2,1,102900.021294,1,1,3,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,false,false,32,11680,0.1719248208128,0.0449868492478,2008.081907093504,525.4463992143039,1051200.0,false,false,false,false
P2STRATUM_3c1fc1b39b451b65,1,P2SERVICE_3356f7225c7b4cb6,P2PLAN_3b8e9ffbba770ca1,"[""P2SERVICE_3356f7225c7b4cb6""]","[""P2PLAN_3b8e9ffbba770ca1""]","[""blank_slate"",""single_compact_loop""]",false,RELIABILITY_INCOMPLETE_ROUTES_THEN_FLEET__SIMPLICITY_ROUTE_COUNT__BUS_KM__FIELD_CHECKS_PROPOSED_STOPS__EXISTING_STOP_CONTINUITY,0.109281682059,0.243128782179,0.324805241097,0.041666923347,0.16160921696,0.22184050544,567.0,0.9787234042553191,960,365,60,2,31.863628866112542,1,1,1,105263.262839,1,1,3,ROBUST_PASSENGER_UNRESTRICTED,false,false,16,5840,0.21930994392659997,0.1376727865721,1280.7700725313439,804.009073581064,3311280.0,false,false,false,false
P2STRATUM_4020feebc1ed3453,1,P2SERVICE_4ce16ecb8076cfb1,P2PLAN_53c0e43f67ca2f3b,"[""P2SERVICE_4ce16ecb8076cfb1""]","[""P2PLAN_53c0e43f67ca2f3b""]","[""blank_slate"",""single_compact_loop""]",false,RELIABILITY_INCOMPLETE_ROUTES_THEN_FLEET__SIMPLICITY_ROUTE_COUNT__BUS_KM__FIELD_CHECKS_PROPOSED_STOPS__EXISTING_STOP_CONTINUITY,0.068081706399,0.188631834721,0.232953465913,0.0,0.0,0.0,643.0,0.9727891156462585,1110,365,30,4,21.589303403731616,1,2,1,111155.284323,3,3,1,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,false,false,37,13505,0.16133112246280001,0.0,2178.776808860114,0.0,8683715.0,false,false,false,false
P2STRATUM_410406aa01bbf697,1,P2SERVICE_0392c462c3b68509,P2PLAN_02391cf50d2c96df,"[""P2SERVICE_0392c462c3b68509""]","[""P2PLAN_02391cf50d2c96df""]","[""interlined_figure8"",""two_independent_loops""]",false,RELIABILITY_INCOMPLETE_ROUTES_THEN_FLEET__SIMPLICITY_ROUTE_COUNT__BUS_KM__FIELD_CHECKS_PROPOSED_STOPS__EXISTING_STOP_CONTINUITY,0.131669485969,0.279851259256,0.367052696251,0.035148434382,0.13167864373,0.1719969483,567.0,0.9789473684210527,960,312,60,4,33.31417390466254,2,2,2,96587.666378,1,1,4,ROBUST_PASSENGER_UNRESTRICTED,false,false,16,4992,0.2528370146689,0.11078324183959998,1262.162377227149,553.029943263283,2830464.0,false,false,false,false
P2STRATUM_41a91051d4b40a26,1,P2SERVICE_4943f6c057dd1069,P2PLAN_5e40b78d68a95118,"[""P2SERVICE_4943f6c057dd1069""]","[""P2PLAN_5e40b78d68a95118""]","[""blank_slate"",""single_compact_loop""]",false,RELIABILITY_INCOMPLETE_ROUTES_THEN_FLEET__SIMPLICITY_ROUTE_COUNT__BUS_KM__FIELD_CHECKS_PROPOSED_STOPS__EXISTING_STOP_CONTINUITY,0.07116275898,0.201605561666,0.300731020634,0.0,0.0,0.000465712767,375.0,0.9862068965517241,1110,312,30,2,20.767315188181612,1,2,1,108731.185018,1,1,2,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,false,false,37,11544,0.18229781265380002,9.31425534e-05,2104.4459492754672,1.0752376364496001,4329000.0,false,false,false,true
P2STRATUM_41b2b6c71261b45c,1,P2SERVICE_64a4b941a4afa074,P2PLAN_c2a278ffcd6900e8,"[""P2SERVICE_64a4b941a4afa074""]","[""P2PLAN_c2a278ffcd6900e8""]","[""blank_slate"",""single_compact_loop""]",false,RELIABILITY_INCOMPLETE_ROUTES_THEN_FLEET__SIMPLICITY_ROUTE_COUNT__BUS_KM__FIELD_CHECKS_PROPOSED_STOPS__EXISTING_STOP_CONTINUITY,0.09851741113,0.234141220948,0.278320318096,0.0,0.0,0.0,221.0,0.9873417721518988,960,312,20,2,16.09326380733738,1,2,1,106227.265997,2,2,2,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,false,false,48,14976,0.20228989743219997,0.0,3029.493503944627,0.0,3309696.0,false,false,false,true
P2STRATUM_4426fe3b1b0953ff,1,P2SERVICE_6cfff35ffab9e51b,P2PLAN_168cba6e1c0d8790,"[""P2SERVICE_6cfff35ffab9e51b""]","[""P2PLAN_168cba6e1c0d8790""]","[""hybrid_interlined"",""two_radial_out_and_back_feeders""]",false,RELIABILITY_INCOMPLETE_ROUTES_THEN_FLEET__SIMPLICITY_ROUTE_COUNT__BUS_KM__FIELD_CHECKS_PROPOSED_STOPS__EXISTING_STOP_CONTINUITY,0.081677995931,0.205999545234,0.268511581943,0.0,0.0,0.0,447.0,0.9874213836477987,960,260,20,4,16.13366974339657,2,4,2,104866.195949,0,0,2,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,false,false,48,12480,0.1812054877849,0.0,2261.444487555552,0.0,5578560.0,false,false,false,true
P2STRATUM_451ac7ebb304c235,1,P2SERVICE_fb6429905f2d498d,P2PLAN_1fa35fc1cd855eb0,"[""P2SERVICE_fb6429905f2d498d""]","[""P2PLAN_1fa35fc1cd855eb0""]","[""blank_slate"",""single_compact_loop""]",false,RELIABILITY_INCOMPLETE_ROUTES_THEN_FLEET__SIMPLICITY_ROUTE_COUNT__BUS_KM__FIELD_CHECKS_PROPOSED_STOPS__EXISTING_STOP_CONTINUITY,0.077922907049,0.197092455187,0.253408341817,0.0,0.0,0.0,221.0,0.972972972972973,1110,312,20,5,16.520079685255745,1,2,1,107540.712971,0,0,2,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,false,false,56,17472,0.1726047680716,0.0,3015.750507746995,0.0,3861312.0,false,false,false,false
P2STRATUM_46c5766262953cf8,1,P2SERVICE_6d3197d117462193,P2PLAN_4b8ce8c9cb3f6455,"[""P2SERVICE_6d3197d117462193""]","[""P2PLAN_4b8ce8c9cb3f6455""]","[""blank_slate"",""single_compact_loop""]",false,RELIABILITY_INCOMPLETE_ROUTES_THEN_FLEET__SIMPLICITY_ROUTE_COUNT__BUS_KM__FIELD_CHECKS_PROPOSED_STOPS__EXISTING_STOP_CONTINUITY,0.083322813913,0.186797881837,0.277220640658,0.0,0.0,0.0,753.0,0.9841269841269841,960,260,30,2,22.22103174059612,1,2,1,98662.214086,2,2,2,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,false,false,32,8320,0.173839913224,0.0,1446.34807802368,0.0,6264960.0,false,false,false,false
P2STRATUM_47c68ff8cee765ab,1,P2SERVICE_e673d3dde1176873,P2PLAN_2a376a69af5c661d,"[""P2SERVICE_e673d3dde1176873""]","[""P2PLAN_2a376a69af5c661d""]","[""blank_slate"",""single_compact_loop""]",false,RELIABILITY_INCOMPLETE_ROUTES_THEN_FLEET__SIMPLICITY_ROUTE_COUNT__BUS_KM__FIELD_CHECKS_PROPOSED_STOPS__EXISTING_STOP_CONTINUITY,0.074403148538,0.200352479844,0.256438196797,0.0,0.0,0.0,490.0,0.984375,960,365,30,2,20.033465141581615,1,2,1,97425.925432,1,1,2,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,false,false,32,11680,0.1737848238428,0.0,2029.806742483904,0.0,5723200.0,false,false,false,false
