"Popolazione residente per età, sesso e stato civile al 1° gennaio 2025"
"Codice comune";"Comune";"Età";"Celibi";"Coniugati";"Divorziati";"Vedovi";"Uniti civilmente";"Maschi già in unione civile (per scioglimento unione)";"Maschi già in unione civile (per decesso del partner)";"Totale maschi";"Nubili";"Coniugate";"Divorziate";"Vedove";"Unite civilmente";"Femmine già in unione civile (per scioglimento unione)";"Femmine già in unione civile (per decesso del partner)";"Totale femmine";"Totale"
"097001";"Abbadia Lariana";0;7;0;0;0;;;;7;13;0;0;0;;;;13;20
"097001";"Abbadia Lariana";1;13;0;0;0;;;;13;3;0;0;0;;;;3;16
"097001";"Abbadia Lariana";2;12;0;0;0;;;;12;7;0;0;0;;;;7;19
"097001";"Abbadia Lariana";3;11;0;0;0;;;;11;8;0;0;0;;;;8;19
"097001";"Abbadia Lariana";4;14;0;0;0;;;;14;8;0;0;0;;;;8;22
"097001";"Abbadia Lariana";5;8;0;0;0;;;;8;8;0;0;0;;;;8;16
"097001";"Abbadia Lariana";6;6;0;0;0;;;;6;12;0;0;0;;;;12;18
"097001";"Abbadia Lariana";7;6;0;0;0;;;;6;12;0;0;0;;;;12;18
"097001";"Abbadia Lariana";8;12;0;0;0;;;;12;10;0;0;0;;;;10;22
"097001";"Abbadia Lariana";9;20;0;0;0;;;;20;18;0;0;0;;;;18;38
"097001";"Abbadia Lariana";10;11;0;0;0;;;;11;10;0;0;0;;;;10;21
"097001";"Abbadia Lariana";11;10;0;0;0;;;;10;9;0;0;0;;;;9;19
"097001";"Abbadia Lariana";12;16;0;0;0;;;;16;14;0;0;0;;;;14;30
"097001";"Abbadia Lariana";13;13;0;0;0;;;;13;18;0;0;0;;;;18;31
"097001";"Abbadia Lariana";14;14;0;0;0;;;;14;14;0;0;0;;;;14;28
"097001";"Abbadia Lariana";15;10;0;0;0;;;;10;14;0;0;0;;;;14;24
"097001";"Abbadia Lariana";16;11;0;0;0;;;;11;13;0;0;0;;;;13;24
"097001";"Abbadia Lariana";17;11;0;0;0;;;;11;16;0;0;0;;;;16;27
"097001";"Abbadia Lariana";18;15;0;0;0;;;;15;9;0;0;0;;;;9;24
"097001";"Abbadia Lariana";19;22;0;0;0;;;;22;11;0;0;0;;;;11;33
"097001";"Abbadia Lariana";20;12;0;0;0;;;;12;11;0;0;0;;;;11;23
"097001";"Abbadia Lariana";21;20;0;0;0;;;;20;19;1;0;0;;;;20;40
"097001";"Abbadia Lariana";22;13;0;0;0;;;;13;13;1;0;0;;;;14;27
"097001";"Abbadia Lariana";23;18;0;0;0;;;;18;20;0;0;0;;;;20;38
"097001";"Abbadia Lariana";24;14;0;0;0;;;;14;23;1;0;0;;;;24;38
"097001";"Abbadia Lariana";25;19;0;0;0;;;;19;22;0;0;0;;;;22;41
"097001";"Abbadia Lariana";26;12;0;0;0;;;;12;16;3;0;0;;;;19;31
"097001";"Abbadia Lariana";27;14;1;0;0;;;;15;15;0;0;0;;;;15;30
"097001";"Abbadia Lariana";28;12;1;0;0;;;;13;11;1;0;0;;;;12;25
"097001";"Abbadia Lariana";29;16;0;0;0;;;;16;14;2;0;0;;;;16;32
"097001";"Abbadia Lariana";30;13;2;0;0;;;;15;12;0;0;0;;;;12;27
"097001";"Abbadia Lariana";31;9;6;0;0;;;;15;16;8;0;1;;;;25;40
"097001";"Abbadia Lariana";32;12;1;0;0;;;;13;7;5;0;0;;;;12;25
"097001";"Abbadia Lariana";33;9;4;0;0;;;;13;9;4;0;0;;;;13;26
"097001";"Abbadia Lariana";34;12;2;0;0;;;;14;10;8;0;0;;;;18;32
"097001";"Abbadia Lariana";35;14;9;0;0;;;;23;10;8;0;0;;;;18;41
"097001";"Abbadia Lariana";36;9;3;0;0;;;;12;5;7;0;0;;;;12;24
"097001";"Abbadia Lariana";37;15;6;0;0;;;;21;5;3;0;1;;;;9;30
"097001";"Abbadia Lariana";38;14;5;0;0;;;;19;6;8;1;0;;;;15;34
"097001";"Abbadia Lariana";39;8;5;0;0;;;;13;10;6;0;0;;;;16;29
"097001";"Abbadia Lariana";40;13;7;1;0;;;;21;12;7;0;0;;;;19;40
"097001";"Abbadia Lariana";41;13;7;0;0;;;;20;6;12;2;0;;;;20;40
"097001";"Abbadia Lariana";42;6;10;0;0;;;;16;7;10;0;0;;;;17;33
"097001";"Abbadia Lariana";43;11;6;0;0;;;;17;8;12;1;1;;;;22;39
"097001";"Abbadia Lariana";44;13;6;2;0;;;;21;8;13;3;0;;;;24;45
"097001";"Abbadia Lariana";45;12;5;2;0;;;;19;4;11;1;1;;;;17;36
"097001";"Abbadia Lariana";46;8;7;3;0;;;;18;4;14;0;0;;;;18;36
"097001";"Abbadia Lariana";47;7;15;1;0;;;;23;8;13;4;0;;;;25;48
"097001";"Abbadia Lariana";48;10;11;4;0;;;;25;4;20;1;1;;;;26;51
"097001";"Abbadia Lariana";49;10;16;2;0;;;;28;5;12;2;0;;;;19;47
"097001";"Abbadia Lariana";50;9;18;3;1;;;;31;6;18;4;0;;;;28;59
"097001";"Abbadia Lariana";51;4;10;2;0;;;;16;9;15;6;1;;;;31;47
"097001";"Abbadia Lariana";52;7;19;3;0;;;;29;9;19;3;2;;;;33;62
"097001";"Abbadia Lariana";53;6;16;2;0;;;;24;6;18;6;1;;;;31;55
"097001";"Abbadia Lariana";54;5;23;2;1;;;;31;2;24;4;2;;;;32;63
"097001";"Abbadia Lariana";55;7;15;1;0;;;;23;2;23;5;0;;;;30;53
"097001";"Abbadia Lariana";56;8;16;6;0;;;;30;6;17;2;1;;;;26;56
"097001";"Abbadia Lariana";57;8;22;5;0;;;;35;4;20;4;0;;;;28;63
"097001";"Abbadia Lariana";58;9;30;3;0;;;;42;3;15;1;2;;;;21;63
"097001";"Abbadia Lariana";59;4;20;0;0;;;;24;2;17;8;0;;;;27;51
"097001";"Abbadia Lariana";60;1;9;2;0;;;;12;5;14;2;1;;;;22;34
"097001";"Abbadia Lariana";61;4;19;1;0;;;;24;9;18;5;2;;;;34;58
"097001";"Abbadia Lariana";62;3;17;1;0;;;;21;3;28;5;0;;;;36;57
"097001";"Abbadia Lariana";63;3;11;2;0;;;;16;0;16;1;1;;;;18;34
"097001";"Abbadia Lariana";64;8;10;5;0;;;;23;2;16;5;0;;;;23;46
"097001";"Abbadia Lariana";65;0;18;4;0;;;;22;1;21;2;1;;;;25;47
"097001";"Abbadia Lariana";66;3;21;3;0;;;;27;0;24;1;0;;;;25;52
"097001";"Abbadia Lariana";67;8;19;2;0;;;;29;2;25;1;0;;;;28;57
"097001";"Abbadia Lariana";68;3;20;3;0;;;;26;3;13;0;5;;;;21;47
"097001";"Abbadia Lariana";69;3;13;3;2;;;;21;1;10;4;4;;;;19;40
"097001";"Abbadia Lariana";70;0;13;0;2;;;;15;1;15;1;3;;;;20;35
"097001";"Abbadia Lariana";71;1;13;1;2;;;;17;2;8;2;3;;;;15;32
"097001";"Abbadia Lariana";72;1;16;2;0;;;;19;3;7;1;2;;;;13;32
"097001";"Abbadia Lariana";73;1;18;0;1;;;;20;2;16;2;5;;;;25;45
"097001";"Abbadia Lariana";74;1;19;1;2;;;;23;1;11;2;2;;;;16;39
"097001";"Abbadia Lariana";75;2;21;0;1;;;;24;3;12;0;7;;;;22;46
"097001";"Abbadia Lariana";76;5;9;0;2;;;;16;0;6;1;8;;;;15;31
"097001";"Abbadia Lariana";77;0;19;2;1;;;;22;1;13;1;10;;;;25;47
"097001";"Abbadia Lariana";78;1;13;0;1;;;;15;2;9;1;3;;;;15;30
"097001";"Abbadia Lariana";79;1;9;0;2;;;;12;0;8;0;8;;;;16;28
"097001";"Abbadia Lariana";80;0;10;0;2;;;;12;1;3;0;10;;;;14;26
"097001";"Abbadia Lariana";81;0;2;0;1;;;;3;1;4;0;7;;;;12;15
"097001";"Abbadia Lariana";82;0;4;0;2;;;;6;1;7;0;7;;;;15;21
"097001";"Abbadia Lariana";83;0;8;0;2;;;;10;0;5;1;5;;;;11;21
"097001";"Abbadia Lariana";84;1;10;0;3;;;;14;1;6;0;9;;;;16;30
"097001";"Abbadia Lariana";85;0;8;0;2;;;;10;0;3;2;9;;;;14;24
"097001";"Abbadia Lariana";86;0;7;0;2;;;;9;0;4;1;8;;;;13;22
"097001";"Abbadia Lariana";87;0;4;0;2;;;;6;1;1;0;9;;;;11;17
"097001";"Abbadia Lariana";88;0;0;0;2;;;;2;0;1;0;4;;;;5;7
"097001";"Abbadia Lariana";89;0;2;0;1;;;;3;0;1;0;7;;;;8;11
"097001";"Abbadia Lariana";90;0;4;0;2;;;;6;0;0;0;7;;;;7;13
"097001";"Abbadia Lariana";91;0;2;0;1;;;;3;0;1;0;2;;;;3;6
"097001";"Abbadia Lariana";92;0;2;0;1;;;;3;0;0;0;5;;;;5;8
"097001";"Abbadia Lariana";93;0;2;0;1;;;;3;1;0;1;2;;;;4;7
"097001";"Abbadia Lariana";94;0;0;0;2;;;;2;0;0;0;4;;;;4;6
"097001";"Abbadia Lariana";95;0;0;0;0;;;;0;0;0;0;1;;;;1;1
"097001";"Abbadia Lariana";96;0;0;0;0;;;;0;0;0;0;1;;;;1;1
"097001";"Abbadia Lariana";97;0;0;0;0;;;;0;0;0;0;1;;;;1;1
"097001";"Abbadia Lariana";98;0;0;0;0;;;;0;0;0;0;0;;;;0;0
"097001";"Abbadia Lariana";99;0;0;0;0;;;;0;0;0;0;0;;;;0;0
"097001";"Abbadia Lariana";100;0;0;0;0;;;;0;1;0;0;0;;;;1;1
"097001";"Abbadia Lariana";999;727;696;74;44;;;;1541;644;702;100;177;;;;1623;3164
"097002";"Airuno";0;10;0;0;0;;;;10;7;0;0;0;;;;7;17
"097002";"Airuno";1;12;0;0;0;;;;12;8;0;0;0;;;;8;20
"097002";"Airuno";2;13;0;0;0;;;;13;11;0;0;0;;;;11;24
"097002";"Airuno";3;10;0;0;0;;;;10;10;0;0;0;;;;10;20
"097002";"Airuno";4;14;0;0;0;;;;14;8;0;0;0;;;;8;22
"097002";"Airuno";5;14;0;0;0;;;;14;11;0;0;0;;;;11;25
"097002";"Airuno";6;16;0;0;0;;;;16;8;0;0;0;;;;8;24
"097002";"Airuno";7;15;0;0;0;;;;15;11;0;0;0;;;;11;26
"097002";"Airuno";8;5;0;0;0;;;;5;15;0;0;0;;;;15;20
"097002";"Airuno";9;16;0;0;0;;;;16;11;0;0;0;;;;11;27
"097002";"Airuno";10;14;0;0;0;;;;14;8;0;0;0;;;;8;22
"097002";"Airuno";11;12;0;0;0;;;;12;9;0;0;0;;;;9;21
"097002";"Airuno";12;10;0;0;0;;;;10;17;0;0;0;;;;17;27
"097002";"Airuno";13;19;0;0;0;;;;19;9;0;0;0;;;;9;28
"097002";"Airuno";14;17;0;0;0;;;;17;14;0;0;0;;;;14;31
"097002";"Airuno";15;20;0;0;0;;;;20;15;0;0;0;;;;15;35
"097002";"Airuno";16;10;0;0;0;;;;10;20;0;0;0;;;;20;30
"097002";"Airuno";17;18;0;0;0;;;;18;15;0;0;0;;;;15;33
"097002";"Airuno";18;13;0;0;0;;;;13;12;0;0;0;;;;12;25
"097002";"Airuno";19;13;0;0;0;;;;13;7;0;0;0;;;;7;20
"097002";"Airuno";20;23;0;0;0;;;;23;18;0;0;0;;;;18;41
"097002";"Airuno";21;13;0;0;0;;;;13;12;1;0;0;;;;13;26
"097002";"Airuno";22;17;0;0;0;;;;17;9;0;0;0;;;;9;26
"097002";"Airuno";23;16;0;0;0;;;;16;12;0;0;0;;;;12;28
"097002";"Airuno";24;20;0;0;0;;;;20;14;2;0;0;;;;16;36
"097002";"Airuno";25;22;0;0;0;;;;22;12;1;0;0;;;;13;35
"097002";"Airuno";26;18;2;0;0;;;;20;18;0;0;0;;;;18;38
"097002";"Airuno";27;30;0;0;0;;;;30;11;1;0;0;;;;12;42
"097002";"Airuno";28;21;0;0;0;;;;21;11;2;0;0;;;;13;34
"097002";"Airuno";29;13;1;0;0;;;;14;12;7;0;0;;;;19;33
"097002";"Airuno";30;14;1;0;0;;;;15;11;3;0;0;;;;14;29
"097002";"Airuno";31;14;1;0;0;;;;15;9;7;0;0;;;;16;31
"097002";"Airuno";32;15;1;0;0;;;;16;6;5;1;0;;;;12;28
"097002";"Airuno";33;14;5;0;0;;;;19;9;10;0;0;;;;19;38
"097002";"Airuno";34;8;7;0;0;;;;15;5;10;1;0;;;;16;31
"097002";"Airuno";35;19;4;0;0;;;;23;6;8;0;0;;;;14;37
"097002";"Airuno";36;17;14;0;0;;;;31;7;11;1;0;;;;19;50
"097002";"Airuno";37;15;4;1;0;;;;20;3;9;1;0;;;;13;33
"097002";"Airuno";38;7;9;0;0;;;;16;8;8;0;0;;;;16;32
"097002";"Airuno";39;13;11;0;0;;;;24;4;9;0;0;;;;13;37
"097002";"Airuno";40;8;9;0;1;;;;18;5;10;1;0;;;;16;34
"097002";"Airuno";41;15;6;1;0;;;;22;2;10;2;0;;;;14;36
"097002";"Airuno";42;7;13;2;0;;;;22;3;9;0;0;;;;12;34
"097002";"Airuno";43;8;9;0;1;;;;18;6;14;1;1;;;;22;40
"097002";"Airuno";44;4;4;1;0;;;;9;6;7;1;0;;;;14;23
"097002";"Airuno";45;3;6;0;0;;;;9;4;14;0;1;;;;19;28
"097002";"Airuno";46;8;13;1;0;;;;22;3;17;1;0;;;;21;43
"097002";"Airuno";47;8;15;0;0;;;;23;6;16;0;0;;;;22;45
"097002";"Airuno";48;5;9;0;0;;;;14;6;9;2;1;;;;18;32
"097002";"Airuno";49;6;22;0;0;;;;28;4;8;0;1;;;;13;41
"097002";"Airuno";50;9;19;2;0;;;;30;7;18;0;1;;;;26;56
"097002";"Airuno";51;10;15;2;0;;;;27;1;10;1;3;;;;15;42
"097002";"Airuno";52;10;13;2;0;;;;25;5;11;1;0;;;;17;42
"097002";"Airuno";53;8;11;1;0;;;;20;2;13;1;0;;;;16;36
"097002";"Airuno";54;1;9;2;1;;;;13;1;10;2;0;;;;13;26
"097002";"Airuno";55;2;22;1;0;;;;25;0;14;1;2;;;;17;42
"097002";"Airuno";56;4;11;2;0;;;;17;4;15;3;4;;;;26;43
"097002";"Airuno";57;7;10;2;0;;;;19;2;17;2;2;;;;23;42
"097002";"Airuno";58;8;18;0;0;;;;26;2;18;1;1;;;;22;48
"097002";"Airuno";59;4;17;3;0;;;;24;5;22;0;3;;;;30;54
"097002";"Airuno";60;8;16;2;0;;;;26;5;20;0;2;;;;27;53
"097002";"Airuno";61;3;19;3;0;;;;25;2;18;1;1;;;;22;47
"097002";"Airuno";62;4;17;3;0;;;;24;2;15;0;3;;;;20;44
"097002";"Airuno";63;3;12;2;0;;;;17;3;16;3;3;;;;25;42
"097002";"Airuno";64;3;14;1;2;;;;20;4;13;2;2;;;;21;41
"097002";"Airuno";65;1;13;1;0;;;;15;2;13;1;0;;;;16;31
"097002";"Airuno";66;0;13;2;1;;;;16;1;17;0;1;;;;19;35
"097002";"Airuno";67;1;10;2;0;;;;13;1;16;1;3;;;;21;34
"097002";"Airuno";68;2;18;0;2;;;;22;2;15;1;3;;;;21;43
"097002";"Airuno";69;2;14;0;2;;;;18;2;12;0;2;;;;16;34
"097002";"Airuno";70;2;17;0;0;;;;19;2;12;0;2;;;;16;35
"097002";"Airuno";71;1;14;0;2;;;;17;4;9;0;3;;;;16;33
"097002";"Airuno";72;1;17;0;0;;;;18;1;11;0;5;;;;17;35
"097002";"Airuno";73;2;15;2;2;;;;21;0;8;1;4;;;;13;34
"097002";"Airuno";74;1;15;2;1;;;;19;2;9;0;0;;;;11;30
"097002";"Airuno";75;1;13;0;3;;;;17;6;8;0;3;;;;17;34
"097002";"Airuno";76;0;11;0;3;;;;14;1;9;0;6;;;;16;30
"097002";"Airuno";77;1;7;1;2;;;;11;2;10;0;7;;;;19;30
"097002";"Airuno";78;1;7;1;3;;;;12;1;4;0;8;;;;13;25
"097002";"Airuno";79;2;14;1;0;;;;17;1;7;0;3;;;;11;28
"097002";"Airuno";80;1;4;0;0;;;;5;1;7;0;4;;;;12;17
"097002";"Airuno";81;0;8;0;2;;;;10;0;4;0;7;;;;11;21
"097002";"Airuno";82;0;3;0;3;;;;6;0;3;0;6;;;;9;15
"097002";"Airuno";83;0;11;0;2;;;;13;2;4;0;8;;;;14;27
"097002";"Airuno";84;0;4;0;2;;;;6;0;2;0;6;;;;8;14
"097002";"Airuno";85;0;7;0;2;;;;9;2;2;0;9;;;;13;22
"097002";"Airuno";86;0;1;0;0;;;;1;0;3;0;4;;;;7;8
"097002";"Airuno";87;0;1;0;1;;;;2;0;0;0;3;;;;3;5
"097002";"Airuno";88;0;4;0;1;;;;5;0;2;0;5;;;;7;12
"097002";"Airuno";89;0;1;0;0;;;;1;0;1;0;6;;;;7;8
"097002";"Airuno";90;0;3;0;2;;;;5;0;0;0;14;;;;14;19
"097002";"Airuno";91;0;2;0;1;;;;3;2;0;0;3;;;;5;8
"097002";"Airuno";92;0;1;0;4;;;;5;0;0;0;2;;;;2;7
"097002";"Airuno";93;0;0;0;0;;;;0;0;0;0;5;;;;5;5
"097002";"Airuno";94;0;1;0;0;;;;1;0;0;0;3;;;;3;4
"097002";"Airuno";95;0;0;0;0;;;;0;0;0;0;1;;;;1;1
"097002";"Airuno";96;0;0;0;1;;;;1;1;0;0;1;;;;2;3
"097002";"Airuno";97;0;0;0;0;;;;0;0;0;0;0;;;;0;0
"097002";"Airuno";98;0;0;0;0;;;;0;0;1;0;0;;;;1;1
"097002";"Airuno";99;0;0;0;0;;;;0;0;0;0;0;;;;0;0
"097002";"Airuno";100;0;0;0;0;;;;0;0;0;0;0;;;;0;0
"097002";"Airuno";999;775;638;46;47;;;;1506;549;627;34;168;;;;1378;2884
"097003";"Annone di Brianza";0;5;0;0;0;;;;5;6;0;0;0;;;;6;11
"097003";"Annone di Brianza";1;6;0;0;0;;;;6;8;0;0;0;;;;8;14
"097003";"Annone di Brianza";2;1;0;0;0;;;;1;14;0;0;0;;;;14;15
"097003";"Annone di Brianza";3;5;0;0;0;;;;5;4;0;0;0;;;;4;9
"097003";"Annone di Brianza";4;8;0;0;0;;;;8;12;0;0;0;;;;12;20
"097003";"Annone di Brianza";5;7;0;0;0;;;;7;10;0;0;0;;;;10;17
"097003";"Annone di Brianza";6;5;0;0;0;;;;5;6;0;0;0;;;;6;11
"097003";"Annone di Brianza";7;13;0;0;0;;;;13;8;0;0;0;;;;8;21
"097003";"Annone di Brianza";8;10;0;0;0;;;;10;5;0;0;0;;;;5;15
"097003";"Annone di Brianza";9;9;0;0;0;;;;9;10;0;0;0;;;;10;19
"097003";"Annone di Brianza";10;8;0;0;0;;;;8;10;0;0;0;;;;10;18
"097003";"Annone di Brianza";11;16;0;0;0;;;;16;10;0;0;0;;;;10;26
"097003";"Annone di Brianza";12;17;0;0;0;;;;17;9;0;0;0;;;;9;26
"097003";"Annone di Brianza";13;12;0;0;0;;;;12;10;0;0;0;;;;10;22
"097003";"Annone di Brianza";14;14;0;0;0;;;;14;18;0;0;0;;;;18;32
"097003";"Annone di Brianza";15;10;0;0;0;;;;10;14;0;0;0;;;;14;24
"097003";"Annone di Brianza";16;19;0;0;0;;;;19;10;0;0;0;;;;10;29
"097003";"Annone di Brianza";17;9;0;0;0;;;;9;18;0;0;0;;;;18;27
"097003";"Annone di Brianza";18;14;0;0;0;;;;14;15;0;0;0;;;;15;29
"097003";"Annone di Brianza";19;16;0;0;0;;;;16;13;0;0;0;;;;13;29
"097003";"Annone di Brianza";20;8;0;0;0;;;;8;11;0;0;0;;;;11;19
"097003";"Annone di Brianza";21;17;0;0;0;;;;17;11;0;0;0;;;;11;28
"097003";"Annone di Brianza";22;12;0;0;0;;;;12;8;0;0;0;;;;8;20
"097003";"Annone di Brianza";23;13;0;0;0;;;;13;11;0;0;0;;;;11;24
"097003";"Annone di Brianza";24;8;0;0;0;;;;8;12;1;0;0;;;;13;21
"097003";"Annone di Brianza";25;11;0;0;0;;;;11;11;1;0;0;;;;12;23
"097003";"Annone di Brianza";26;9;0;0;0;;;;9;11;2;0;0;;;;13;22
"097003";"Annone di Brianza";27;6;0;0;0;;;;6;9;0;0;0;;;;9;15
"097003";"Annone di Brianza";28;18;0;0;0;;;;18;13;0;0;0;;;;13;31
"097003";"Annone di Brianza";29;12;1;0;0;;;;13;4;3;0;0;;;;7;20
"097003";"Annone di Brianza";30;10;0;0;0;;;;10;8;1;0;0;;;;9;19
"097003";"Annone di Brianza";31;14;2;0;0;;;;16;5;6;0;0;;;;11;27
"097003";"Annone di Brianza";32;12;0;0;0;;;;12;3;4;0;0;;;;7;19
"097003";"Annone di Brianza";33;7;6;0;0;;;;13;3;5;0;0;;;;8;21
"097003";"Annone di Brianza";34;4;2;0;0;;;;6;6;6;0;0;;;;12;18
"097003";"Annone di Brianza";35;5;3;0;0;;;;8;8;8;0;0;;;;16;24
"097003";"Annone di Brianza";36;7;4;0;0;;;;11;5;7;0;0;;;;12;23
"097003";"Annone di Brianza";37;9;3;0;0;;;;12;9;6;0;0;;;;15;27
"097003";"Annone di Brianza";38;12;4;0;0;;;;16;6;8;0;0;;;;14;30
"097003";"Annone di Brianza";39;7;7;0;0;;;;14;4;7;1;0;;;;12;26
"097003";"Annone di Brianza";40;3;5;0;0;;;;8;2;4;0;0;;;;6;14
"097003";"Annone di Brianza";41;7;6;0;0;;;;13;7;5;0;0;;;;12;25
"097003";"Annone di Brianza";42;12;6;0;0;;;;18;1;9;0;1;;;;11;29
"097003";"Annone di Brianza";43;6;6;0;0;;;;12;0;8;0;0;;;;8;20
"097003";"Annone di Brianza";44;2;10;0;0;;;;12;4;9;1;0;;;;14;26
"097003";"Annone di Brianza";45;6;11;0;0;;;;17;0;14;3;0;;;;17;34
"097003";"Annone di Brianza";46;5;14;0;0;;;;19;4;14;0;0;;;;18;37
"097003";"Annone di Brianza";47;3;10;0;0;;;;13;3;11;0;0;;;;14;27
"097003";"Annone di Brianza";48;4;14;0;0;;;;18;5;19;1;0;;;;25;43
"097003";"Annone di Brianza";49;7;23;1;0;;;;31;2;16;0;0;;;;18;49
"097003";"Annone di Brianza";50;8;12;1;0;;;;21;4;17;1;1;;;;23;44
"097003";"Annone di Brianza";51;5;20;0;0;;;;25;3;12;2;1;;;;18;43
"097003";"Annone di Brianza";52;1;20;2;1;;;;24;4;15;1;0;;;;20;44
"097003";"Annone di Brianza";53;4;14;2;0;;;;20;1;12;1;1;;;;15;35
"097003";"Annone di Brianza";54;5;7;0;0;;;;12;5;14;1;2;;;;22;34
"097003";"Annone di Brianza";55;2;11;2;0;;;;15;2;15;0;0;;;;17;32
"097003";"Annone di Brianza";56;1;11;0;0;;;;12;1;10;0;0;;;;11;23
"097003";"Annone di Brianza";57;2;13;0;0;;;;15;1;13;1;2;;;;17;32
"097003";"Annone di Brianza";58;2;19;0;2;;;;23;2;15;2;1;;;;20;43
"097003";"Annone di Brianza";59;3;12;0;1;;;;16;2;14;1;0;;;;17;33
"097003";"Annone di Brianza";60;2;19;2;2;;;;25;1;23;1;1;;;;26;51
"097003";"Annone di Brianza";61;3;12;1;0;;;;16;0;16;0;0;;;;16;32
"097003";"Annone di Brianza";62;1;13;1;1;;;;16;2;15;0;2;;;;19;35
"097003";"Annone di Brianza";63;3;9;0;1;;;;13;0;12;1;1;;;;14;27
"097003";"Annone di Brianza";64;3;14;0;0;;;;17;1;13;0;2;;;;16;33
"097003";"Annone di Brianza";65;0;11;1;0;;;;12;1;10;1;3;;;;15;27
"097003";"Annone di Brianza";66;2;18;1;0;;;;21;1;12;0;1;;;;14;35
"097003";"Annone di Brianza";67;0;9;2;0;;;;11;3;8;0;1;;;;12;23
"097003";"Annone di Brianza";68;0;20;1;0;;;;21;1;14;0;0;;;;15;36
"097003";"Annone di Brianza";69;2;7;1;1;;;;11;1;11;0;2;;;;14;25
"097003";"Annone di Brianza";70;3;9;0;0;;;;12;1;13;1;3;;;;18;30
"097003";"Annone di Brianza";71;2;16;0;0;;;;18;0;5;0;4;;;;9;27
"097003";"Annone di Brianza";72;0;6;0;2;;;;8;2;9;1;3;;;;15;23
"097003";"Annone di Brianza";73;2;9;0;1;;;;12;0;9;0;2;;;;11;23
"097003";"Annone di Brianza";74;0;10;0;2;;;;12;0;9;0;3;;;;12;24
"097003";"Annone di Brianza";75;2;11;1;0;;;;14;1;7;0;1;;;;9;23
"097003";"Annone di Brianza";76;1;17;0;0;;;;18;2;12;0;6;;;;20;38
"097003";"Annone di Brianza";77;1;8;1;1;;;;11;1;8;0;7;;;;16;27
"097003";"Annone di Brianza";78;1;8;0;2;;;;11;2;7;0;7;;;;16;27
"097003";"Annone di Brianza";79;1;7;0;1;;;;9;1;6;0;2;;;;9;18
"097003";"Annone di Brianza";80;0;10;0;1;;;;11;1;5;0;4;;;;10;21
"097003";"Annone di Brianza";81;0;6;0;0;;;;6;0;1;0;5;;;;6;12
"097003";"Annone di Brianza";82;0;6;0;3;;;;9;0;3;0;2;;;;5;14
"097003";"Annone di Brianza";83;0;3;0;1;;;;4;0;3;0;5;;;;8;12
"097003";"Annone di Brianza";84;0;2;0;0;;;;2;0;2;0;6;;;;8;10
"097003";"Annone di Brianza";85;0;5;0;3;;;;8;3;3;0;3;;;;9;17
"097003";"Annone di Brianza";86;0;4;0;0;;;;4;1;3;0;2;;;;6;10
"097003";"Annone di Brianza";87;0;2;0;0;;;;2;1;2;0;4;;;;7;9
"097003";"Annone di Brianza";88;0;3;0;0;;;;3;0;1;0;4;;;;5;8
"097003";"Annone di Brianza";89;0;1;0;2;;;;3;1;0;0;6;;;;7;10
"097003";"Annone di Brianza";90;1;1;0;1;;;;3;0;0;0;6;;;;6;9
"097003";"Annone di Brianza";91;1;1;0;1;;;;3;0;0;0;2;;;;2;5
"097003";"Annone di Brianza";92;0;0;0;0;;;;0;0;0;0;2;;;;2;2
"097003";"Annone di Brianza";93;0;2;0;0;;;;2;0;0;0;3;;;;3;5
"097003";"Annone di Brianza";94;0;1;0;0;;;;1;0;0;0;1;;;;1;2
"097003";"Annone di Brianza";95;0;0;0;0;;;;0;0;0;0;1;;;;1;1
"097003";"Annone di Brianza";96;0;0;0;0;;;;0;0;0;0;0;;;;0;0
"097003";"Annone di Brianza";97;0;0;0;0;;;;0;0;0;0;1;;;;1;1
"097003";"Annone di Brianza";98;0;0;0;0;;;;0;0;0;0;0;;;;0;0
"097003";"Annone di Brianza";99;0;0;0;0;;;;0;0;0;0;0;;;;0;0
"097003";"Annone di Brianza";100;0;0;0;0;;;;0;0;0;0;0;;;;0;0
"097003";"Annone di Brianza";999;524;556;20;30;;;;1130;449;553;21;117;;;;1140;2270
"097004";"Ballabio";0;13;0;0;0;;;;13;11;0;0;0;;;;11;24
"097004";"Ballabio";1;15;0;0;0;;;;15;15;0;0;0;;;;15;30
"097004";"Ballabio";2;18;0;0;0;;;;18;14;0;0;0;;;;14;32
"097004";"Ballabio";3;9;0;0;0;;;;9;10;0;0;0;;;;10;19
"097004";"Ballabio";4;16;0;0;0;;;;16;19;0;0;0;;;;19;35
"097004";"Ballabio";5;14;0;0;0;;;;14;13;0;0;0;;;;13;27
"097004";"Ballabio";6;20;0;0;0;;;;20;24;0;0;0;;;;24;44
"097004";"Ballabio";7;19;0;0;0;;;;19;10;0;0;0;;;;10;29
"097004";"Ballabio";8;12;0;0;0;;;;12;18;0;0;0;;;;18;30
"097004";"Ballabio";9;18;0;0;0;;;;18;15;0;0;0;;;;15;33
"097004";"Ballabio";10;21;0;0;0;;;;21;20;0;0;0;;;;20;41
"097004";"Ballabio";11;17;0;0;0;;;;17;17;0;0;0;;;;17;34
"097004";"Ballabio";12;12;0;0;0;;;;12;25;0;0;0;;;;25;37
"097004";"Ballabio";13;27;0;0;0;;;;27;22;0;0;0;;;;22;49
