budget_suffix,equivalence_group_id,input_plan_count,survivor_plan_count,tie_break_invoked,reduced,exact_tie_after_supported_tiebreak,continuity_tie_break_applied
m20pct,ZB2_785b2835f67c448f,2,2,true,false,true,false
m20pct,ZB2_78b376b225b0eb6e,2,2,true,false,true,false
m20pct,ZB2_78bea7f03cb3a317,2,2,true,false,true,false
m20pct,ZB2_78d6ed33ee4103cf,2,2,true,false,true,false
m20pct,ZB2_7903f13047dcda74,2,2,true,false,true,false
m20pct,ZB2_7926405ca163fbc5,2,2,true,false,true,false
m20pct,ZB2_7928d3d83bf1355d,2,2,true,false,true,false
m20pct,ZB2_79c8f719218a6741,2,2,true,false,true,false
m20pct,ZB2_79f25407aa4e9031,2,2,true,false,true,false
m20pct,ZB2_7a0769e63714999d,2,2,true,false,true,false
m20pct,ZB2_7ac14aaa23ba9464,2,2,true,false,true,false
m20pct,ZB2_7ad04b11ce2fffeb,2,2,true,false,true,false
m20pct,ZB2_7b15a67c78e29b30,2,2,true,false,true,false
m20pct,ZB2_7b178640c55b0801,2,2,true,false,true,false
m20pct,ZB2_7b6fd33b835ce75b,54,54,true,false,true,false
m20pct,ZB2_7b75c6339e398ffd,2,2,true,false,true,false
m20pct,ZB2_7ba0f4a0a16ae9ab,2,2,true,false,true,false
m20pct,ZB2_7bf6ae054730a228,2,2,true,false,true,false
m20pct,ZB2_7c86407a91c1c338,2,2,true,false,true,false
m20pct,ZB2_7cd9a602dbc59fff,2,2,true,false,true,false
m20pct,ZB2_7d497727ebc45413,2,2,true,false,true,false
m20pct,ZB2_7d557ce43a26880e,2,2,true,false,true,false
m20pct,ZB2_7d82327a37e5ee14,2,2,true,false,true,false
m20pct,ZB2_7deb98a4b70f9fb1,2,2,true,false,true,false
m20pct,ZB2_7e0274b5fdaa9d51,2,2,true,false,true,false
m20pct,ZB2_7e815ff1b0ce0d02,2,2,true,false,true,false
m20pct,ZB2_7e8570f66a2937b9,2,2,true,false,true,false
m20pct,ZB2_7e9598ba2d88780e,2,2,true,false,true,false
m20pct,ZB2_7f2261290b6c1dd6,2,2,true,false,true,false
m20pct,ZB2_7f32f6c21df253b8,2,2,true,false,true,false
m20pct,ZB2_7f77ec06b1a88f1f,2,2,true,false,true,false
m20pct,ZB2_7f8970640c25d8e5,2,2,true,false,true,false
m20pct,ZB2_7f9e2af58e10e0e8,2,2,true,false,true,false
m20pct,ZB2_7fbd579d2ad76ddb,2,2,true,false,true,false
m20pct,ZB2_7fc4130a40c47ff9,2,2,true,false,true,false
m20pct,ZB2_7fd6081495c03bcc,2,2,true,false,true,false
m20pct,ZB2_803daaa393a0bc78,2,2,true,false,true,false
m20pct,ZB2_805ed46d93861c7b,2,2,true,false,true,false
m20pct,ZB2_80d2383c4fe30314,2,2,true,false,true,false
m20pct,ZB2_80ea2230d2f1b7ca,2,2,true,false,true,false
m20pct,ZB2_812645318aec7809,2,2,true,false,true,false
m20pct,ZB2_8202bd53a4691e69,2,2,true,false,true,false
m20pct,ZB2_8213a49be50180fb,2,2,true,false,true,false
m20pct,ZB2_8286ba5f8c3aed9e,2,2,true,false,true,false
m20pct,ZB2_828fd95553860391,2,2,true,false,true,false
m20pct,ZB2_830125caca3ae017,2,2,true,false,true,false
m20pct,ZB2_83157d2cabf698f5,2,2,true,false,true,false
m20pct,ZB2_8350910613407dda,2,2,true,false,true,false
m20pct,ZB2_8388a0c4ae8b770b,2,2,true,false,true,false
m20pct,ZB2_838c64d5d2d39f45,2,2,true,false,true,false
m20pct,ZB2_83e8a3beee9506cb,2,2,true,false,true,false
m20pct,ZB2_83f3a7d374fd1dea,2,2,true,false,true,false
m20pct,ZB2_8414218f9c76dab1,2,2,true,false,true,false
m20pct,ZB2_8423618d6cc5dd70,2,2,true,false,true,false
m20pct,ZB2_8499100e02ca0935,2,2,true,false,true,false
m20pct,ZB2_852136f84139ff33,2,2,true,false,true,false
m20pct,ZB2_853152d224ae6df7,2,2,true,false,true,false
m20pct,ZB2_85382b057dc705d9,2,2,true,false,true,false
m20pct,ZB2_853a114191c7e690,2,2,true,false,true,false
m20pct,ZB2_856038ddb4015291,2,2,true,false,true,false
m20pct,ZB2_85aa9d88c6727b67,2,2,true,false,true,false
m20pct,ZB2_85b0067cc6eed746,2,2,true,false,true,false
m20pct,ZB2_85be3d9611d7dfc1,2,2,true,false,true,false
m20pct,ZB2_85c4f685ce5224ee,2,2,true,false,true,false
m20pct,ZB2_85d6f7ad2b0b4ab2,2,2,true,false,true,false
m20pct,ZB2_863bfeb2f75b445e,2,2,true,false,true,false
m20pct,ZB2_868041a32d9796d1,2,2,true,false,true,false
m20pct,ZB2_86b1bd4e4c9d44c8,2,2,true,false,true,false
m20pct,ZB2_86b619e343148fbf,2,2,true,false,true,false
m20pct,ZB2_86c2d812c6a4b3c2,2,2,true,false,true,false
m20pct,ZB2_86ffd5ad2bababd9,2,2,true,false,true,false
m20pct,ZB2_872c6cd04c52b0a6,2,2,true,false,true,false
m20pct,ZB2_87bbe44864e52d64,2,2,true,false,true,false
m20pct,ZB2_8812724e6a9b1bf9,2,2,true,false,true,false
m20pct,ZB2_882d95f720bec710,2,2,true,false,true,false
m20pct,ZB2_88720b669a16dcd0,2,2,true,false,true,false
m20pct,ZB2_887b0a7620c968df,2,2,true,false,true,false
m20pct,ZB2_8a0afa130710bbb3,2,2,true,false,true,false
m20pct,ZB2_8a2c393a06f09efa,2,2,true,false,true,false
m20pct,ZB2_8a2d38fad1cd5aba,2,2,true,false,true,false
m20pct,ZB2_8a3fc63f2c5f1ce9,2,2,true,false,true,false
m20pct,ZB2_8a7e8826ee6afcf7,2,2,true,false,true,false
m20pct,ZB2_8aa2680031af97e9,2,2,true,false,true,false
m20pct,ZB2_8bd25e3e023d89bb,2,2,true,false,true,false
m20pct,ZB2_8c89fcadd47e5bbe,2,2,true,false,true,false
m20pct,ZB2_8cbd011bf5c5cd8e,2,2,true,false,true,false
m20pct,ZB2_8ccf771bb83dc4e3,2,2,true,false,true,false
m20pct,ZB2_8d43cddd316b31ed,2,2,true,false,true,false
m20pct,ZB2_8d768d0fc6bcb83e,2,2,true,false,true,false
m20pct,ZB2_8d9fdb21d3f23c08,2,2,true,false,true,false
m20pct,ZB2_8daef567d8de3c3a,2,2,true,false,true,false
m20pct,ZB2_8ddddb18b862e85b,2,2,true,false,true,false
m20pct,ZB2_8ddff59a84de69f5,2,2,true,false,true,false
m20pct,ZB2_8e0cf6d838b32a4e,2,2,true,false,true,false
m20pct,ZB2_8e63851fc9463aaf,2,2,true,false,true,false
m20pct,ZB2_8e78a8c31968c1e1,2,2,true,false,true,false
m20pct,ZB2_8eb90623b63ccc03,2,2,true,false,true,false
m20pct,ZB2_8f2822b405b3cde1,2,2,true,false,true,false
m20pct,ZB2_8f3c1cf8bbe18d7c,2,2,true,false,true,false
m20pct,ZB2_8f64979d740aa221,2,2,true,false,true,false
m20pct,ZB2_8fce0d31bc9063ad,2,2,true,false,true,false
m20pct,ZB2_8fef277e58df6484,2,2,true,false,true,false
m20pct,ZB2_90964401fb4e9bb4,2,2,true,false,true,false
m20pct,ZB2_9100bd4886af27d5,2,2,true,false,true,false
m20pct,ZB2_91441e6009d7d781,2,2,true,false,true,false
m20pct,ZB2_916b1093838575b5,2,2,true,false,true,false
m20pct,ZB2_91740a0c7a627620,1,1,false,false,false,false
m20pct,ZB2_91db230a778cd04f,53,53,true,false,true,false
m20pct,ZB2_9297a214325fbf32,2,2,true,false,true,false
m20pct,ZB2_92d330ca4b2d0231,2,2,true,false,true,false
m20pct,ZB2_92f74a67c77ad54a,2,2,true,false,true,false
m20pct,ZB2_9358488e744abc83,2,2,true,false,true,false
m20pct,ZB2_9365e19269b48706,2,2,true,false,true,false
m20pct,ZB2_93d98e8595c942d2,2,2,true,false,true,false
m20pct,ZB2_93e40ad19bcea2e3,2,2,true,false,true,false
m20pct,ZB2_940f26539e7514fc,2,2,true,false,true,false
m20pct,ZB2_943e5a1854bd1d51,2,2,true,false,true,false
m20pct,ZB2_945eb1496ddbf711,2,2,true,false,true,false
m20pct,ZB2_948e95d031909027,2,2,true,false,true,false
m20pct,ZB2_94ca74bea517ee0c,2,2,true,false,true,false
m20pct,ZB2_94efbd11960e352e,2,2,true,false,true,false
m20pct,ZB2_950145ab4fcf2aae,2,2,true,false,true,false
m20pct,ZB2_959bcf8e951a9cc8,2,2,true,false,true,false
m20pct,ZB2_95a6bef2828f1997,2,2,true,false,true,false
m20pct,ZB2_96634887731d7132,2,2,true,false,true,false
m20pct,ZB2_96d9a183192543a8,2,2,true,false,true,false
m20pct,ZB2_96f339537cdec6fb,2,2,true,false,true,false
m20pct,ZB2_970758fbb530ffdb,2,2,true,false,true,false
m20pct,ZB2_976ae04727acb185,2,2,true,false,true,false
m20pct,ZB2_97ff262293db78b7,2,2,true,false,true,false
m20pct,ZB2_982298821bee2c32,2,2,true,false,true,false
m20pct,ZB2_9837771fb4d3729a,2,2,true,false,true,false
m20pct,ZB2_98670514b4baa557,2,2,true,false,true,false
m20pct,ZB2_9872abd892ec4e31,2,2,true,false,true,false
m20pct,ZB2_98aecdef3217ba61,2,2,true,false,true,false
m20pct,ZB2_98e1b44ffbb38029,2,2,true,false,true,false
m20pct,ZB2_98f76ed1b8b8e791,2,2,true,false,true,false
m20pct,ZB2_992a50bcd0e6f048,2,2,true,false,true,false
m20pct,ZB2_994b875423c563e2,2,2,true,false,true,false
m20pct,ZB2_9958720de9516396,2,2,true,false,true,false
m20pct,ZB2_995f45a704ed1756,2,2,true,false,true,false
m20pct,ZB2_99d73bbad1b00cf4,2,2,true,false,true,false
m20pct,ZB2_9a1c61621f903171,2,2,true,false,true,false
m20pct,ZB2_9a2bb98313889933,2,2,true,false,true,false
m20pct,ZB2_9a32ffcc19ed48c6,2,2,true,false,true,false
m20pct,ZB2_9a768d52f210ba67,2,2,true,false,true,false
m20pct,ZB2_9a9024843bf3435b,2,2,true,false,true,false
m20pct,ZB2_9a97ee0980510714,2,2,true,false,true,false
m20pct,ZB2_9ac2bb3462e9cd48,2,2,true,false,true,false
m20pct,ZB2_9ac9fb7c0814b2cf,2,2,true,false,true,false
m20pct,ZB2_9be483582a11eaf6,2,2,true,false,true,false
m20pct,ZB2_9c1c643a37d4e789,2,2,true,false,true,false
m20pct,ZB2_9c3c2e86f7c2ce31,2,2,true,false,true,false
m20pct,ZB2_9c809c25fd9b0d88,2,2,true,false,true,false
m20pct,ZB2_9c9168128e3ec31b,2,2,true,false,true,false
m20pct,ZB2_9cf01b32aab2e2de,2,2,true,false,true,false
m20pct,ZB2_9d0a9e6ec5209e8c,2,2,true,false,true,false
m20pct,ZB2_9d2e633113775954,2,2,true,false,true,false
m20pct,ZB2_9d62b66f8fe463b5,2,2,true,false,true,false
m20pct,ZB2_9da94f6271aa90a4,2,2,true,false,true,false
m20pct,ZB2_9e1029ee48fa7733,2,2,true,false,true,false
m20pct,ZB2_9f17f427cb6f8326,2,2,true,false,true,false
m20pct,ZB2_9f53b8a9abfeda19,2,2,true,false,true,false
m20pct,ZB2_9fb21e098e55fd68,2,2,true,false,true,false
m20pct,ZB2_9fdb82f97265d050,2,2,true,false,true,false
m20pct,ZB2_9fece99b399f5d02,2,2,true,false,true,false
m20pct,ZB2_a01cc29933b78fba,2,2,true,false,true,false
m20pct,ZB2_a056b9f201bbc94e,2,2,true,false,true,false
m20pct,ZB2_a063c1ad03c41f53,2,2,true,false,true,false
m20pct,ZB2_a075072951b901bb,2,2,true,false,true,false
m20pct,ZB2_a173fc6e37077346,2,2,true,false,true,false
m20pct,ZB2_a1e21302a6dedecd,2,2,true,false,true,false
m20pct,ZB2_a2ce6117db9f836b,2,2,true,false,true,false
m20pct,ZB2_a349a3e3d1ce6e2e,2,2,true,false,true,false
m20pct,ZB2_a36a2db45690a48a,2,2,true,false,true,false
m20pct,ZB2_a36f57cec19f6063,2,2,true,false,true,false
m20pct,ZB2_a370e0d93f2bb2ac,2,2,true,false,true,false
m20pct,ZB2_a388f89187aa38cf,2,2,true,false,true,false
m20pct,ZB2_a41bf7fde5f8de11,2,2,true,false,true,false
m20pct,ZB2_a4f4dd62cb3b30b7,2,2,true,false,true,false
m20pct,ZB2_a556449ee728785f,2,2,true,false,true,false
m20pct,ZB2_a5931eb90c2c2ab4,2,2,true,false,true,false
m20pct,ZB2_a5a545eb347fc5eb,2,2,true,false,true,false
m20pct,ZB2_a5e16b459d9c2fd9,2,2,true,false,true,false
m20pct,ZB2_a64c59670e3dc5ce,2,2,true,false,true,false
m20pct,ZB2_a659ed2c0db0b360,2,2,true,false,true,false
m20pct,ZB2_a6f298733ac214d9,2,2,true,false,true,false
m20pct,ZB2_a80697f46de7fdd6,2,2,true,false,true,false
m20pct,ZB2_a80e548b3d6d2798,2,2,true,false,true,false
m20pct,ZB2_a835c17b1e456c76,2,2,true,false,true,false
m20pct,ZB2_a83f132f4b24866d,2,2,true,false,true,false
m20pct,ZB2_a89cca55728e9c0b,2,2,true,false,true,false
m20pct,ZB2_a8f0e5747cbd25d0,2,2,true,false,true,false
m20pct,ZB2_a940e657d7cb932e,2,2,true,false,true,false
m20pct,ZB2_a9449f9aecf753e4,2,2,true,false,true,false
m20pct,ZB2_a95646e8f9c74a3b,2,2,true,false,true,false
m20pct,ZB2_aa031e4048ec291d,2,2,true,false,true,false
m20pct,ZB2_aa1faddb63a4e9db,2,2,true,false,true,false
m20pct,ZB2_aa2ba4234e571392,2,2,true,false,true,false
m20pct,ZB2_aa577a7d8e3adf80,2,2,true,false,true,false
m20pct,ZB2_aa672ed2f40add40,2,2,true,false,true,false
m20pct,ZB2_aa9fbe815d4f4227,2,2,true,false,true,false
m20pct,ZB2_aad142cfa0a5fee2,2,2,true,false,true,false
m20pct,ZB2_abc9ece8c00c877a,2,2,true,false,true,false
m20pct,ZB2_ac00a9f8b4d3be04,2,2,true,false,true,false
m20pct,ZB2_ac3be5113c0e8a6f,2,2,true,false,true,false
m20pct,ZB2_acaa6a7f87b6e358,2,2,true,false,true,false
m20pct,ZB2_ad4061235146e41a,2,2,true,false,true,false
m20pct,ZB2_ad9150c37e07eedc,2,2,true,false,true,false
m20pct,ZB2_add1c9335874496d,2,2,true,false,true,false
m20pct,ZB2_ae2a71ece7c622da,2,2,true,false,true,false
m20pct,ZB2_ae99d5e63c1703de,2,2,true,false,true,false
m20pct,ZB2_aecb87f24fc88056,2,2,true,false,true,false
m20pct,ZB2_aecc3328b80cc3ce,2,2,true,false,true,false
m20pct,ZB2_aed4eb63538d94f1,2,2,true,false,true,false
m20pct,ZB2_af6374c5a2b9e6ca,2,2,true,false,true,false
m20pct,ZB2_af72471afb17a3a3,2,2,true,false,true,false
m20pct,ZB2_af9f689b999e13fc,2,2,true,false,true,false
m20pct,ZB2_afb6851a12e9d995,2,2,true,false,true,false
m20pct,ZB2_afbf78f6a58e74d6,2,2,true,false,true,false
m20pct,ZB2_b000283edf8cd027,2,2,true,false,true,false
m20pct,ZB2_b05e0c8fb4a739dd,2,2,true,false,true,false
m20pct,ZB2_b071b96f61698882,2,2,true,false,true,false
m20pct,ZB2_b089ee04a683d02e,2,2,true,false,true,false
m20pct,ZB2_b08eefe47856a4a0,2,2,true,false,true,false
m20pct,ZB2_b0d9dd4faf001454,2,2,true,false,true,false
m20pct,ZB2_b1457538f5a56a50,2,2,true,false,true,false
m20pct,ZB2_b1cfafd12d2e1c0f,2,2,true,false,true,false
m20pct,ZB2_b1e7772fb293eef5,2,2,true,false,true,false
m20pct,ZB2_b2056eba6deb7fab,2,2,true,false,true,false
m20pct,ZB2_b29eda3fda990506,2,2,true,false,true,false
m20pct,ZB2_b2f5fed83621fa05,2,2,true,false,true,false
m20pct,ZB2_b324e0c521163bf8,2,2,true,false,true,false
m20pct,ZB2_b342e9a6a2ad9467,2,2,true,false,true,false
m20pct,ZB2_b3820f9873a15ef0,54,54,true,false,true,false
m20pct,ZB2_b39c697174542564,2,2,true,false,true,false
m20pct,ZB2_b4ce5fc24a6a7516,2,2,true,false,true,false
m20pct,ZB2_b53fc0c3d013faf6,2,2,true,false,true,false
m20pct,ZB2_b579f813aea05384,2,2,true,false,true,false
m20pct,ZB2_b611e991adf99fde,2,2,true,false,true,false
m20pct,ZB2_b66235936c3fcd9f,2,2,true,false,true,false
m20pct,ZB2_b668b0188b2f091f,2,2,true,false,true,false
m20pct,ZB2_b681935b527021ab,2,2,true,false,true,false
m20pct,ZB2_b68e64e87616d6d6,2,2,true,false,true,false
m20pct,ZB2_b6b06c58eac11556,2,2,true,false,true,false
m20pct,ZB2_b72c027ebdf8bf6c,2,2,true,false,true,false
m20pct,ZB2_b79886894dfde3ea,2,2,true,false,true,false
m20pct,ZB2_b7b9f05b9a411036,2,2,true,false,true,false
m20pct,ZB2_b7ebe1f9143f821a,2,2,true,false,true,false
m20pct,ZB2_b8410cfe65b5f9f8,2,2,true,false,true,false
m20pct,ZB2_b87da6922d0841c7,2,2,true,false,true,false
m20pct,ZB2_b8e88c82e1ccc67d,2,2,true,false,true,false
m20pct,ZB2_b938ff3ce58c53c3,2,2,true,false,true,false
m20pct,ZB2_b9fdbe8871aecb27,2,2,true,false,true,false
m20pct,ZB2_ba0ee132eef7662d,2,2,true,false,true,false
m20pct,ZB2_ba4f79a99273999a,2,2,true,false,true,false
m20pct,ZB2_baa74c462eae9553,2,2,true,false,true,false
m20pct,ZB2_bb603470f104262d,2,2,true,false,true,false
m20pct,ZB2_bba40c7f106de4be,2,2,true,false,true,false
m20pct,ZB2_bbc70ec4052b617c,2,2,true,false,true,false
m20pct,ZB2_bc0035ea2848e2df,2,2,true,false,true,false
m20pct,ZB2_bc757525447d0899,2,2,true,false,true,false
m20pct,ZB2_bcd9dd903277dbc3,2,2,true,false,true,false
m20pct,ZB2_bd44e4a0cad00509,2,2,true,false,true,false
m20pct,ZB2_bd85670a25dd4113,2,2,true,false,true,false
m20pct,ZB2_bda2e5f86a097d0e,2,2,true,false,true,false
m20pct,ZB2_be28b29c009214ba,2,2,true,false,true,false
m20pct,ZB2_be7e58f9889f75a6,2,2,true,false,true,false
m20pct,ZB2_beaa12bf50eddb94,2,2,true,false,true,false
m20pct,ZB2_bebcf47af7b2fd6e,2,2,true,false,true,false
m20pct,ZB2_bec32bd3118e006b,2,2,true,false,true,false
m20pct,ZB2_bef903e092f8d65d,2,2,true,false,true,false
m20pct,ZB2_bfe8e6f271c39776,2,2,true,false,true,false
m20pct,ZB2_bffd41ed9a957bea,2,2,true,false,true,false
m20pct,ZB2_c0a9673b3c1c6aab,2,2,true,false,true,false
m20pct,ZB2_c0ab14ec38fa41d6,2,2,true,false,true,false
m20pct,ZB2_c106662a3434392e,2,2,true,false,true,false
m20pct,ZB2_c1078b627c5d4a09,2,2,true,false,true,false
m20pct,ZB2_c10d0c3c029dbe19,2,2,true,false,true,false
m20pct,ZB2_c1c04ea2281920d1,2,2,true,false,true,false
m20pct,ZB2_c23199f731ef55b0,2,2,true,false,true,false
m20pct,ZB2_c2d8328ce347647c,2,2,true,false,true,false
m20pct,ZB2_c35767c31443169e,2,2,true,false,true,false
m20pct,ZB2_c3ac0bff8a81f369,2,2,true,false,true,false
m20pct,ZB2_c54e874e57e88ef4,2,2,true,false,true,false
m20pct,ZB2_c598dd5429277f86,2,2,true,false,true,false
m20pct,ZB2_c5b04269e47772c9,2,2,true,false,true,false
m20pct,ZB2_c5dc1d87298ffeb5,2,2,true,false,true,false
m20pct,ZB2_c5f0acaf18d3dcf7,2,2,true,false,true,false
m20pct,ZB2_c6999d87738a3a2e,2,2,true,false,true,false
m20pct,ZB2_c6c66637caca6884,2,2,true,false,true,false
m20pct,ZB2_c74395b5faf71297,2,2,true,false,true,false
m20pct,ZB2_c801568f647a5b15,2,2,true,false,true,false
m20pct,ZB2_c85b03f7b4533fa8,2,2,true,false,true,false
m20pct,ZB2_c9b5e36d5fada47f,2,2,true,false,true,false
m20pct,ZB2_c9bc65946be3f9fe,2,2,true,false,true,false
m20pct,ZB2_c9e73f1f4d9be755,2,2,true,false,true,false
m20pct,ZB2_ca463c78dcd3af1e,2,2,true,false,true,false
m20pct,ZB2_ca5599174f16b801,2,2,true,false,true,false
m20pct,ZB2_cab6ef505ceb9f95,2,2,true,false,true,false
m20pct,ZB2_cb9a60875be0c2e8,2,2,true,false,true,false
m20pct,ZB2_cbabc0a97c073d4a,2,2,true,false,true,false
m20pct,ZB2_cbd2b4219998102e,2,2,true,false,true,false
m20pct,ZB2_cc0bee8b1ee41df9,2,2,true,false,true,false
m20pct,ZB2_ccf48889feba1309,2,2,true,false,true,false
m20pct,ZB2_cd16e9d6595da705,2,2,true,false,true,false
m20pct,ZB2_cd190c1aabff52ee,2,2,true,false,true,false
m20pct,ZB2_cd29afbbdba555ce,2,2,true,false,true,false
m20pct,ZB2_cd33e2a458e6c62e,53,53,true,false,true,false
m20pct,ZB2_cd3d322cc73ce5de,2,2,true,false,true,false
m20pct,ZB2_cda48018f38c65ea,2,2,true,false,true,false
m20pct,ZB2_cdfec681b34043a9,2,2,true,false,true,false
m20pct,ZB2_ce0a3b441d04a6b7,2,2,true,false,true,false
m20pct,ZB2_ce6880dbbabe24d6,2,2,true,false,true,false
m20pct,ZB2_ce7b288b9208f54a,2,2,true,false,true,false
m20pct,ZB2_ce915152899ad32a,2,2,true,false,true,false
m20pct,ZB2_ceaaf407b5c7aad0,2,2,true,false,true,false
m20pct,ZB2_cf255be2a90db3a2,2,2,true,false,true,false
m20pct,ZB2_cf73483a7f1af07d,2,2,true,false,true,false
m20pct,ZB2_cf759f5aff0eb052,2,2,true,false,true,false
m20pct,ZB2_cf7db6635961a402,2,2,true,false,true,false
m20pct,ZB2_cfb00d57d4ec59df,2,2,true,false,true,false
m20pct,ZB2_cfb69dd28cadd60b,2,2,true,false,true,false
m20pct,ZB2_cff2e8df7fc23017,2,2,true,false,true,false
m20pct,ZB2_d0f5f99c876e8c26,2,2,true,false,true,false
m20pct,ZB2_d1b492aa7c56884a,2,2,true,false,true,false
m20pct,ZB2_d1eda511887eef73,2,2,true,false,true,false
m20pct,ZB2_d2044bd84711cf60,2,2,true,false,true,false
m20pct,ZB2_d2081b4842a27c69,2,2,true,false,true,false
m20pct,ZB2_d35f1958bfea6eb8,2,2,true,false,true,false
m20pct,ZB2_d3664a5641c19d05,2,2,true,false,true,false
m20pct,ZB2_d3f7c74964f26931,2,2,true,false,true,false
m20pct,ZB2_d4c9e7d9aa477ac8,2,2,true,false,true,false
m20pct,ZB2_d55cf99a81bd476b,2,2,true,false,true,false
m20pct,ZB2_d578f1ca9ace97d8,2,2,true,false,true,false
m20pct,ZB2_d57e8dd4ed2521ec,2,2,true,false,true,false
m20pct,ZB2_d5c27b38dbac16c6,2,2,true,false,true,false
m20pct,ZB2_d625b1d837a687e9,2,2,true,false,true,false
m20pct,ZB2_d6555ec1705ee46f,2,2,true,false,true,false
m20pct,ZB2_d6714bd9928ddc4e,2,2,true,false,true,false
m20pct,ZB2_d6a3253a24f69ea6,2,2,true,false,true,false
m20pct,ZB2_d75cb82c793ee5aa,2,2,true,false,true,false
m20pct,ZB2_d782b9712f3a41ce,2,2,true,false,true,false
m20pct,ZB2_d7e4b39af93faf6f,2,2,true,false,true,false
m20pct,ZB2_d84ef8fde242085b,2,2,true,false,true,false
m20pct,ZB2_d864b57f7bd8c937,2,2,true,false,true,false
m20pct,ZB2_d86e7547dcacd88c,2,2,true,false,true,false
m20pct,ZB2_d91193a27cff6f2e,2,2,true,false,true,false
m20pct,ZB2_d929135f920b72ef,2,2,true,false,true,false
m20pct,ZB2_d938d8d6b152904e,2,2,true,false,true,false
m20pct,ZB2_d9aa7aba3cfcae4f,2,2,true,false,true,false
m20pct,ZB2_d9d3da7a6909d6d0,2,2,true,false,true,false
m20pct,ZB2_d9f8058965829328,2,2,true,false,true,false
m20pct,ZB2_da2964094c3618b6,2,2,true,false,true,false
m20pct,ZB2_da3495e3c9e243f4,2,2,true,false,true,false
m20pct,ZB2_da96e1a268875fd7,2,2,true,false,true,false
m20pct,ZB2_db2f0d4db55260a2,2,2,true,false,true,false
m20pct,ZB2_db439cbe7ae8e71d,2,2,true,false,true,false
m20pct,ZB2_dbcf54db3ce29544,2,2,true,false,true,false
m20pct,ZB2_dc0c0d6df569f5c9,2,2,true,false,true,false
m20pct,ZB2_dc59b1ea578568c2,2,2,true,false,true,false
m20pct,ZB2_dc5e72c43936f5bf,2,2,true,false,true,false
m20pct,ZB2_dcde2175a246a863,2,2,true,false,true,false
m20pct,ZB2_dd20e9cf5fed6474,2,2,true,false,true,false
m20pct,ZB2_dd42907dc47854ed,2,2,true,false,true,false
m20pct,ZB2_dd521beb5f735b5d,2,2,true,false,true,false
m20pct,ZB2_ddc0775916c7e693,2,2,true,false,true,false
m20pct,ZB2_ddf2e92126ca402c,2,2,true,false,true,false
m20pct,ZB2_de8d0e4dcd6a93e9,2,2,true,false,true,false
m20pct,ZB2_def842c5c6dbfa9d,2,2,true,false,true,false
m20pct,ZB2_defa93e3948be791,2,2,true,false,true,false
m20pct,ZB2_df1df0e01ded6063,2,2,true,false,true,false
m20pct,ZB2_df6bef250058ef3f,54,54,true,false,true,false
m20pct,ZB2_dfa3d43d1405dc0d,2,2,true,false,true,false
m20pct,ZB2_e030992a955dc03b,2,2,true,false,true,false
m20pct,ZB2_e05fb1c9a374cb04,2,2,true,false,true,false
m20pct,ZB2_e062b9377f8d377f,2,2,true,false,true,false
m20pct,ZB2_e06941a96883224f,2,2,true,false,true,false
m20pct,ZB2_e07841252cff58b0,2,2,true,false,true,false
m20pct,ZB2_e09c74081b45e87c,2,2,true,false,true,false
m20pct,ZB2_e1246d6f6f951a26,2,2,true,false,true,false
m20pct,ZB2_e16c45d9c01bb872,2,2,true,false,true,false
m20pct,ZB2_e1c4db3c2e6c475b,2,2,true,false,true,false
m20pct,ZB2_e241f738475a4dce,2,2,true,false,true,false
m20pct,ZB2_e24c0ccc2fa2a786,2,2,true,false,true,false
m20pct,ZB2_e30ae8ad65c63d64,2,2,true,false,true,false
m20pct,ZB2_e3376bad02a92d73,2,2,true,false,true,false
m20pct,ZB2_e39b51ff513febe5,2,2,true,false,true,false
m20pct,ZB2_e3aae5443841525d,2,2,true,false,true,false
m20pct,ZB2_e4a66d4c9e7d49ba,2,2,true,false,true,false
m20pct,ZB2_e53adf088b95fc24,2,2,true,false,true,false
m20pct,ZB2_e581d04752b10a3b,2,2,true,false,true,false
m20pct,ZB2_e5a919bc30dfb988,2,2,true,false,true,false
m20pct,ZB2_e5ac01731630839e,2,2,true,false,true,false
m20pct,ZB2_e62e8f2b451ea244,2,2,true,false,true,false
m20pct,ZB2_e6904282a13df7c5,2,2,true,false,true,false
m20pct,ZB2_e714e5fc3ccee6db,2,2,true,false,true,false
m20pct,ZB2_e71eddc8427c95d4,2,2,true,false,true,false
m20pct,ZB2_e7458573f5ed7f53,2,2,true,false,true,false
m20pct,ZB2_e745e1d42f15af0c,2,2,true,false,true,false
m20pct,ZB2_e77896c7f80676da,2,2,true,false,true,false
m20pct,ZB2_e79c383a609b70f3,2,2,true,false,true,false
m20pct,ZB2_e7e15193e1610c33,2,2,true,false,true,false
m20pct,ZB2_e802352603455390,2,2,true,false,true,false
m20pct,ZB2_e81395451a7a0c8a,2,2,true,false,true,false
m20pct,ZB2_e82994169a38bda1,2,2,true,false,true,false
m20pct,ZB2_e8383772117a0cf8,2,2,true,false,true,false
m20pct,ZB2_e8d902431a4e24c7,2,2,true,false,true,false
m20pct,ZB2_e90f1d13d1e3078e,2,2,true,false,true,false
m20pct,ZB2_e94af643892790b0,2,2,true,false,true,false
m20pct,ZB2_e954161ee4bfd360,2,2,true,false,true,false
m20pct,ZB2_e973a6173dca159e,2,2,true,false,true,false
